match_no,team,coverage,jersey,player,dist_m,z1,z2,z3,z4,z5,hsr,sprints,top_speed
18,Norway,1.0,9,Erling HAALAND,9597.3,4651.4,3141.4,829.9,536.5,438.1,68.0,43.0,36.5
18,Norway,1.0,10,MartinODEGAARD,10247.5,3367.0,4078.6,1836.4,720.2,245.2,161.0,56.0,30.0
18,Norway,1.0,14,FredrikAURSNES,9349.4,2736.9,3824.0,2031.2,605.2,152.2,159.0,45.0,30.4
18,Norway,1.0,17,TorbjornHEGGEM,10846.3,3910.3,5253.2,1222.0,370.1,90.8,101.0,33.0,31.0
18,Norway,1.0,20,AntonioNUSA,7518.8,2929.7,2941.0,998.6,448.9,200.5,86.0,39.0,31.6
18,Norway,1.0,26,Julian RYERSON,10712.4,4104.4,4546.0,1472.7,480.3,109.1,120.0,37.0,30.2
18,Norway,1.0,4,LeoOSTIGARD,2654.4,1074.0,1186.3,282.9,98.6,12.5,26.0,7.0,26.8
18,Norway,1.0,6,PatrickBERG,2095.4,684.5,955.9,349.0,88.9,17.0,35.0,8.0,26.4
18,Norway,1.0,18,KristianTHORSTVEDT,3184.7,1051.1,1336.3,559.7,217.0,20.5,45.0,15.0,26.5
18,Norway,1.0,21,AndreasSCHJELDERUP,2660.2,1024.3,1097.7,306.6,142.9,88.7,26.0,11.0,32.8
18,Norway,1.0,22,OscarBOBB,2689.6,1076.1,1072.7,355.8,139.2,45.8,29.0,14.0,33.4
20,Austria,1.0,1,AlexanderSCHLAGER,6279.0,4207.1,1665.2,298.3,71.2,37.3,24.0,8.0,30.1
20,Austria,1.0,4,XaverSCHLAGER,7334.9,2290.2,3396.8,1195.4,412.7,39.9,101.0,29.0,27.0
20,Austria,1.0,5,StefanPOSCH,11970.4,3782.7,5002.7,1983.6,752.9,448.5,174.0,60.0,32.4
20,Austria,1.0,6,NicolasSEIWALD,11721.4,3728.9,5470.2,1772.9,508.3,241.2,160.0,38.0,32.7
20,Austria,1.0,8,David ALABA,6544.3,2325.5,3045.2,781.8,309.0,82.8,67.0,21.0,31.2
20,Austria,1.0,9,Marcel SABITZER,10942.3,4038.7,4055.3,1715.3,841.1,291.9,139.0,69.0,33.6
20,Austria,1.0,14,Sasa KALAJDZIC,5537.9,1855.7,2326.7,932.0,369.3,54.1,76.0,30.0,29.5
20,Austria,1.0,15,Philipp LIENHART,10672.5,3842.0,5001.8,1267.0,434.8,126.9,125.0,33.0,32.1
20,Austria,1.0,16,Phillip MWENE,7498.4,2131.4,3448.3,1120.2,442.3,356.1,96.0,41.0,30.8
20,Austria,1.0,18,Romano SCHMID,9454.9,3011.0,3952.2,1660.6,628.8,202.1,142.0,45.0,32.5
20,Austria,1.0,20,Konrad LAIMER,11947.6,3742.5,5489.6,1490.4,804.5,420.6,134.0,67.0,34.1
20,Austria,1.0,3,Kevin DANSO,4025.2,1602.6,1721.1,489.0,166.1,46.3,44.0,14.0,29.7
20,Austria,1.0,7,MarkoARNAUTOVIC,5137.4,2456.4,1876.2,569.0,209.4,26.5,53.0,19.0,28.8
20,Austria,1.0,17,CarneyCHUKWUEMEKA,4502.7,1571.6,1836.4,706.2,264.8,123.6,63.0,19.0,29.4
20,Austria,1.0,21,PatrickWIMMER,2223.6,696.6,829.0,392.1,193.4,112.5,31.0,14.0,30.3
20,Austria,1.0,24,Paul WANNER,4577.1,1507.8,2047.4,741.1,256.2,24.5,67.0,19.0,27.9
20,Jordan,1.0,1,YAZEEDABULAILA,4736.5,4013.8,694.1,28.6,,,4.0,,19.8
20,Jordan,1.0,3,ABDALLAHNASIB,8156.8,3157.2,3353.6,1097.8,465.4,82.7,95.0,33.0,29.2
20,Jordan,1.0,5,YAZANALARAB,9954.9,3970.6,4407.2,1113.2,369.7,94.2,103.0,27.0,32.4
20,Jordan,1.0,8,NOORALRAWABDEH,13030.4,3462.1,5962.6,2663.4,776.4,166.0,228.0,55.0,30.6
20,Jordan,1.0,9,ALIOLWAN,12149.4,4192.8,5280.4,1713.2,666.6,296.3,147.0,53.0,32.7
20,Jordan,1.0,10,MOUSAALTAMARI,8690.5,3618.1,3226.5,944.5,525.3,376.1,89.0,47.0,34.0
20,Jordan,1.0,11,ODEHFAKHOURY,10442.1,3303.5,4412.7,1642.1,778.7,305.0,158.0,60.0,34.5
20,Jordan,1.0,16,MOHAMMADABUALNADI,8416.0,2401.1,4107.4,1246.2,385.0,276.3,115.0,31.0,31.2
20,Jordan,1.0,20,MOHANNADABUTAHA,11617.9,4009.0,4609.2,1813.9,974.5,211.3,174.0,70.0,31.2
20,Jordan,1.0,21,NIZARALRASHDAN,11703.6,3586.3,5480.2,1905.5,598.1,133.6,167.0,48.0,29.6
20,Jordan,1.0,23,EHSAN HADDAD,9086.5,3382.0,3547.8,1382.0,579.2,195.5,115.0,48.0,29.9
20,Jordan,1.0,13,MAHMOUDALMARDI,2632.6,782.4,1169.3,542.6,107.5,30.9,45.0,8.0,27.5
20,Jordan,1.0,17,SALEEMOBAID,2818.7,921.6,1422.3,322.1,141.3,11.3,25.0,10.0,26.7
20,Jordan,1.0,19,SAEDALROSAN,2425.1,733.8,1163.8,371.7,132.1,23.7,36.0,12.0,31.0
20,Jordan,1.0,24,ALIAZAIZEH,1740.7,513.7,777.9,302.3,94.7,52.2,23.0,8.0,30.0
20,Jordan,1.0,25,MOHAMMADALDAOUD,1620.2,479.3,674.9,356.9,100.6,8.5,28.0,7.0,25.9
21,Panama,1.0,22,OrlandoMOSQUERA,5250.4,4169.8,949.1,112.0,19.6,,11.0,2.0,24.8
21,Panama,1.0,2,CesarBLACKMAN,9490.6,3528.6,4376.3,1034.4,397.9,153.5,94.0,30.0,32.0
21,Panama,1.0,3,JoseCORDOBA,10472.1,3672.3,5080.6,1053.6,383.0,282.7,86.0,31.0,33.8
21,Panama,1.0,6,CristianMARTINEZ,8004.5,2562.7,3641.1,1154.1,508.8,137.8,100.0,44.0,29.8
21,Panama,1.0,7,JoseLuisRODRIGUEZ,8292.3,3351.8,3170.9,1120.5,444.1,205.1,92.0,36.0,31.6
21,Panama,1.0,11,EdgarYoelBARCENAS,12157.6,3562.0,5829.1,2108.2,638.1,20.2,166.0,40.0,27.3
21,Panama,1.0,13,Jiovany RAMOS,10374.2,4187.5,4191.9,1307.0,538.8,149.0,115.0,39.0,31.7
21,Panama,1.0,14,CarlosHARVEY,12190.8,3582.4,6133.7,1883.8,485.3,105.6,165.0,38.0,29.9
21,Panama,1.0,16,Andres ANDRADE,10233.3,3883.2,4524.2,1217.5,400.1,208.3,106.0,36.0,31.0
21,Panama,1.0,18,CecilioWATERMAN,7127.8,2758.0,3106.4,817.8,313.0,132.6,67.0,25.0,30.0
21,Panama,1.0,23,AmirMURILLO,11247.0,4223.1,4495.2,1541.2,771.4,216.1,135.0,56.0,32.6
21,Panama,1.0,10,Ismael DIAZ,2983.3,1052.2,1133.1,519.8,187.5,90.8,35.0,19.0,29.5
21,Panama,1.0,17,JoseFAJARDO,4127.6,1249.8,1802.9,605.9,317.7,151.3,44.0,24.0,30.4
21,Panama,1.0,20,AnibalGODOY,1239.0,451.1,406.0,305.8,61.3,14.8,18.0,4.0,27.2
21,Panama,1.0,24,AzariasLONDONO,4084.9,1330.1,1864.6,552.6,229.0,108.7,49.0,20.0,30.8
22,England,1.0,1,JordanPICKFORD,6162.9,4179.8,1707.2,181.4,86.5,7.9,18.0,7.0,26.4
22,England,1.0,2,Ezri KONSA,10244.1,4275.4,4175.7,1382.3,375.2,35.4,119.0,34.0,27.6
22,England,1.0,3,NicoOREILLY,10885.2,4078.5,4589.2,1393.7,578.2,245.7,117.0,43.0,33.1
22,England,1.0,4,Declan RICE,8754.0,2891.4,3805.5,1339.7,534.0,183.4,108.0,41.0,28.9
22,England,1.0,5,JohnSTONES,9455.6,3434.2,4062.7,1411.9,454.9,91.9,121.0,35.0,27.5
22,England,1.0,8,ElliotANDERSON,12044.1,3501.4,5420.1,2256.3,708.5,157.8,187.0,54.0,29.1
22,England,1.0,9,Harry KANE,11480.1,3950.1,4938.6,1762.7,712.1,116.6,150.0,44.0,28.0
22,England,1.0,10,JudeBELLINGHAM,9139.2,3595.9,2914.4,1534.2,766.0,328.6,126.0,58.0,32.0
22,England,1.0,18,AnthonyGORDON,8110.1,3229.1,2588.9,1156.5,701.6,434.1,103.0,58.0,31.2
22,England,1.0,20,Noni MADUEKE,7673.9,3265.2,2496.5,1147.6,404.4,360.2,96.0,35.0,34.1
22,England,1.0,24,ReeceJAMES,10452.6,4080.7,4285.4,1423.0,482.5,180.9,119.0,38.0,31.2
22,England,1.0,6,Marc GUEHI,1167.5,306.4,671.0,144.2,34.8,11.0,12.0,2.0,26.2
22,England,1.0,7,Bukayo SAKA,3035.5,961.3,1236.5,442.4,244.2,151.1,41.0,18.0,32.0
22,England,1.0,11,MarcusRASHFORD,3064.2,865.2,1362.1,466.2,207.2,163.6,49.0,19.0,32.5
22,England,1.0,17,MorganROGERS,3331.6,825.4,1585.2,643.2,177.2,100.6,43.0,14.0,30.7
22,England,1.0,25,Djed SPENCE,1981.8,758.6,750.9,209.4,136.6,126.2,16.0,10.0,35.2
23,Portugal,1.0,1,DIOGOCOSTA,4615.1,3698.8,832.2,73.8,10.4,,8.0,1.0,22.9
23,Portugal,1.0,4,TOMASARAUJO,10213.3,4172.5,4140.8,1319.5,501.1,79.3,113.0,39.0,29.4
23,Portugal,1.0,7,CRISTIANORONALDO,8389.5,4267.2,3025.3,688.3,335.5,73.1,60.0,29.0,30.7
23,Portugal,1.0,8,BRUNOFERNANDES,10584.9,4077.8,4430.8,1412.2,504.4,159.7,115.0,42.0,31.2
23,Portugal,1.0,10,BERNARDOSILVA,6076.9,1779.9,2691.9,1069.5,416.7,118.9,87.0,29.0,28.5
23,Portugal,1.0,13,RENATOVEIGA,10073.0,4104.8,4202.4,1203.5,402.4,159.9,113.0,31.0,32.4
23,Portugal,1.0,15,JOAONEVES,11977.1,3502.4,5993.1,1550.7,731.3,199.6,144.0,54.0,29.2
23,Portugal,1.0,18,PEDRONETO,7636.3,3283.5,2661.6,894.6,515.5,281.2,88.0,47.0,34.8
23,Portugal,1.0,20,JOAO CANCELO,10754.2,4092.4,4479.7,1468.0,626.0,88.0,122.0,49.0,28.5
23,Portugal,1.0,23,VITINHA,10224.6,3118.3,5088.0,1341.3,528.1,148.9,112.0,42.0,31.4
23,Portugal,1.0,25,NUNO MENDES,6523.7,2910.4,2374.2,785.7,298.1,155.4,62.0,31.0,31.5
23,Portugal,1.0,2,NELSONSEMEDO,3086.1,852.2,1282.6,608.5,210.3,132.5,46.0,16.0,31.1
23,Portugal,1.0,9,GONCALORAMOS,1627.4,452.3,614.4,302.9,189.1,68.6,27.0,14.0,31.9
23,Portugal,1.0,17,RAFAEL LEAO,2434.2,1085.1,784.8,352.2,155.3,56.8,31.0,11.0,30.1
23,Portugal,1.0,26,FRANCISCOCONCEICAO,5560.7,2075.0,2306.9,791.8,237.9,149.1,64.0,23.0,32.9
24,Uzbekistan,1.0,1,UtkirYUSUPOV,5094.4,4300.5,694.1,87.5,12.3,,7.0,1.0,22.5
24,Uzbekistan,1.0,2,AbdukodirKHUSANOV,9145.7,4109.5,3818.5,817.8,242.8,157.1,78.0,25.0,36.5
24,Uzbekistan,1.0,5,RuStamASHURMATOV,7499.1,3218.8,3285.4,754.2,167.7,73.0,64.0,15.0,30.3
24,Uzbekistan,1.0,6,Akmal MOZGOVOY,12019.7,4161.7,5831.2,1570.6,384.2,72.0,150.0,31.0,28.3
24,Uzbekistan,1.0,7,OtabekSHUKUROV,11549.7,3986.3,5708.0,1487.4,318.3,49.6,132.0,28.0,28.5
24,Uzbekistan,1.0,11,OstonURUNOV,5419.7,2256.2,2104.6,767.7,220.6,70.6,59.0,19.0,30.4
24,Uzbekistan,1.0,13,Sherzod NASRULLAEV,5146.8,2139.4,2214.7,534.3,232.8,25.6,50.0,18.0,26.6
24,Uzbekistan,1.0,14,EldorSHOMURODOV,9918.9,4712.8,3471.8,1053.5,501.3,179.4,93.0,45.0,30.2
24,Uzbekistan,1.0,18,AbdullaABDULLAEV,9837.6,4379.6,4126.6,1028.4,257.8,45.1,86.0,19.0,30.3
24,Uzbekistan,1.0,22,AbbosbekFAYZULLAEV,8320.1,3173.1,3383.9,1092.2,447.3,223.6,101.0,35.0,33.9
24,Uzbekistan,1.0,24,BehruzjonKARiMov,10419.4,4040.4,4314.9,1323.2,522.4,218.5,112.0,45.0,32.2
24,Uzbekistan,1.0,4,FarrukhSAYFIEV,5770.1,2257.9,2092.7,831.6,442.8,145.1,71.0,31.0,30.6
24,Uzbekistan,1.0,17,DostonbekKHAMDAMoV,5750.2,2197.0,2226.8,897.1,357.2,72.1,75.0,25.0,32.3
24,Uzbekistan,1.0,20,AzizbekAMONOV,2708.1,1020.9,1005.6,378.6,220.7,82.3,36.0,16.0,30.1
24,Uzbekistan,1.0,21,lgor SERGEEV,787.5,260.7,353.1,92.9,69.5,11.3,8.0,4.0,27.0
24,Uzbekistan,1.0,26,JakhongirUROZOV,2631.4,889.3,1221.8,408.4,84.2,27.7,39.0,8.0,30.8
25,South Africa,1.0,1,RonwenWILLIAMS,5596.2,4204.5,1227.2,123.5,41.0,,9.0,3.0,24.3
25,South Africa,1.0,4,TebohoMOKOENA,10523.7,3520.6,4748.2,1631.7,482.8,140.4,135.0,38.0,31.3
25,South Africa,1.0,5,ThalenteMBATHA,11135.5,3794.2,4751.4,1796.0,515.7,278.2,159.0,47.0,31.1
25,South Africa,1.0,6,AubreyMODIBA,10348.5,3944.7,4211.4,1563.2,544.5,84.7,142.0,37.0,29.1
25,South Africa,1.0,7,OswinAPPOLLIS,11066.8,3530.7,4982.4,1712.8,685.7,155.2,145.0,62.0,32.2
25,South Africa,1.0,12,ThapeloMASEKO,9209.1,3320.1,3864.1,1212.9,619.1,192.9,109.0,52.0,32.4
25,South Africa,1.0,14,MbekezeliMBOKAZI,8919.1,3598.2,3732.0,1006.3,364.1,218.4,89.0,34.0,32.7
25,South Africa,1.0,15,lqraamRAYNERS,7369.7,3107.4,2551.3,860.9,528.4,321.7,68.0,45.0,32.9
25,South Africa,1.0,20,Khuliso MUDAU,10551.4,3499.2,4664.1,1385.1,608.6,394.4,115.0,46.0,32.8
25,South Africa,1.0,21,ImeOKON,10261.0,3799.4,4045.6,1545.2,638.7,232.0,141.0,55.0,31.5
25,South Africa,1.0,23,JaydenADAMS,5460.8,1963.9,2398.0,809.4,243.6,45.9,73.0,19.0,28.6
25,South Africa,1.0,10,RelebohileMOFOKENG,6568.0,1619.8,3260.4,1255.8,302.8,129.1,102.0,23.0,30.0
25,South Africa,1.0,17,EvidenceMAKGOPA,3253.8,1212.9,1246.2,529.8,174.7,90.2,43.0,14.0,28.6
25,South Africa,1.0,25,KamogeloSEBELEBELE,1742.9,415.8,777.8,358.9,126.0,64.5,27.0,11.0,28.3
27,Qatar,0.999,1,MAHMOUDABUNADA,5117.9,4171.2,910.0,36.7,,,5.0,,18.6
27,Qatar,0.999,2,PEDRO MIGUEL,8520.8,3960.0,3404.2,787.2,255.3,114.1,67.0,22.0,28.6
27,Qatar,0.999,4,ISSALAYE,9509.7,3528.8,4241.0,1168.8,431.8,139.3,104.0,30.0,30.2
27,Qatar,0.999,5,JASSEMGABER,4776.1,1753.9,2167.2,577.8,195.1,82.2,52.0,14.0,28.5
27,Qatar,0.999,8,EDMILSONJUNIOR,5036.9,1998.2,1996.9,730.9,222.9,88.0,55.0,18.0,31.1
27,Qatar,0.999,11,AKRAMAFIF,5215.5,2435.1,1962.3,539.0,196.2,82.8,48.0,23.0,33.2
27,Qatar,0.999,13,AYOUBALOUI,9565.4,3992.9,3936.1,1139.9,394.7,101.7,105.0,33.0,32.1
27,Qatar,0.999,14,HOMAM AHMED,3082.1,1129.4,1339.1,329.8,160.0,123.8,30.0,13.0,32.0
27,Qatar,0.999,15,YUSUFABDURISAG,4484.0,1337.2,1924.9,784.8,290.2,147.0,65.0,19.0,29.2
27,Qatar,0.999,16,BOUALEMKHOUKHI,7919.7,3996.8,2935.1,764.9,189.0,33.9,69.0,15.0,26.7
27,Qatar,0.999,23,ASSIMMADIBO,5700.0,1908.7,2633.8,925.7,190.5,41.4,72.0,15.0,29.0
27,Qatar,0.999,3,LUCASMENDES,1535.0,502.4,675.3,219.0,127.4,10.9,17.0,9.0,27.0
27,Qatar,0.999,18,SULTANALBRAKE,6624.9,2601.3,2832.6,892.4,208.7,90.0,80.0,17.0,31.9
27,Qatar,0.999,20,AHMEDFATHY,3981.9,1350.0,1578.5,761.5,240.9,50.9,63.0,18.0,27.7
27,Qatar,0.999,25,ALHASHMIALHUSSEIN,4072.3,1486.9,1687.9,597.1,236.3,64.1,50.0,20.0,30.2
27,Qatar,0.999,26,MOHAMEDMANAI,5611.5,1935.8,2201.8,983.8,345.4,144.7,81.0,24.0,30.2
28,South Korea,1.0,1,KIM Seunggyu,5398.0,3978.7,1210.3,145.6,62.1,1.4,12.0,5.0,25.1
28,South Korea,1.0,2,LEE Hanbeom,10482.6,3994.6,4588.9,1364.3,392.9,141.9,130.0,30.0,32.1
28,South Korea,1.0,3,LEE Gihyuk,10167.2,3575.7,4613.5,1364.2,426.3,187.6,117.0,35.0,31.6
28,South Korea,1.0,4,KIM Minjae,9969.0,4035.7,4365.5,971.9,345.4,250.4,85.0,33.0,34.4
28,South Korea,1.0,6,HWANG Inbeom,11491.9,3566.4,6028.7,1395.3,401.4,100.1,132.0,27.0,30.6
28,South Korea,1.0,7,SON Heungmin,6444.9,2513.1,2565.9,720.2,366.1,279.5,64.0,34.0,33.7
28,South Korea,1.0,8,PAIK Seungho,8930.1,3014.2,4457.0,1101.2,295.5,62.0,94.0,25.0,28.9
28,South Korea,1.0,10,LEE Jaesung,6971.5,2375.9,2929.7,1057.1,523.8,85.1,95.0,41.0,29.4
28,South Korea,1.0,15,KIM Moonhwan,8571.4,3153.3,3331.7,1273.5,604.8,208.1,109.0,52.0,32.1
28,South Korea,1.0,19,LEE Kangin,9414.8,4034.0,4207.2,895.6,257.1,20.9,82.0,25.0,26.4
28,South Korea,1.0,22,SEOL Youngwoo,8019.5,3179.8,3169.9,923.8,493.1,252.8,71.0,43.0,33.5
28,South Korea,1.0,9,CHO Guesung,2071.3,774.8,951.5,234.0,100.9,10.2,21.0,9.0,26.7
28,South Korea,1.0,11,HWANG Heechan,4224.6,1516.9,1764.1,564.0,267.8,111.8,48.0,21.0,30.0
28,South Korea,1.0,18,OH Hyeongyu,3960.1,1616.2,1530.8,507.0,227.3,78.8,45.0,19.0,29.6
28,South Korea,1.0,20,YANG Hyunjun,2936.4,882.2,1329.5,454.1,212.3,58.3,37.0,21.0,32.9
28,South Korea,1.0,25,EOMJisung,3054.6,1037.6,1060.2,529.1,322.5,105.2,32.0,23.0,30.9
29,Brazil,1.0,1,ALISSON,5530.5,4607.7,886.1,33.6,3.0,,4.0,,20.8
29,Brazil,1.0,3,GABRIELMAGALHAES,10209.5,4179.2,4425.4,1063.5,312.4,229.0,99.0,23.0,31.7
29,Brazil,1.0,4,MARQUINHOS,10016.9,3894.5,4554.5,958.7,333.1,276.2,90.0,28.0,31.6
29,Brazil,1.0,5,CASEMIRO,11229.1,3602.3,5607.7,1381.7,517.4,120.0,122.0,37.0,29.2
29,Brazil,1.0,7,VINICIUSJUNIOR,8454.8,3881.2,2629.8,1037.5,521.6,384.6,96.0,47.0,32.3
29,Brazil,1.0,8,BRUNOGUIMARAES,10352.2,3427.1,4691.2,1746.1,425.9,61.9,142.0,30.0,27.7
29,Brazil,1.0,9,MATHEUSCUNHA,7366.2,3011.5,2674.5,1168.1,370.0,142.1,103.0,34.0,31.9
29,Brazil,1.0,11,RAPHINHA,4158.5,1577.7,1490.6,491.6,310.1,288.4,37.0,28.0,33.3
29,Brazil,1.0,13,DANILO,10210.0,4039.7,3809.8,1347.5,635.7,377.4,119.0,49.0,32.1
29,Brazil,1.0,16,DOUGLASSANTOS,10930.3,3585.3,4947.8,1510.4,644.2,242.6,139.0,49.0,31.1
29,Brazil,1.0,20,LUCASPAQUETA,7816.2,2708.4,3266.1,1253.1,498.8,89.8,96.0,36.0,29.5
29,Brazil,1.0,2,EDERSON SILVA,2090.3,559.5,777.4,352.6,212.0,188.9,34.0,17.0,32.3
29,Brazil,1.0,18,DANILOSANTOS,1885.9,552.8,811.6,292.5,199.7,29.2,25.0,11.0,27.8
29,Brazil,1.0,19,ENDRICK,3237.1,1436.4,1161.6,308.4,189.2,141.6,24.0,16.0,33.0
29,Brazil,1.0,22,GABRIELMARTINELLI,3374.1,1298.4,1217.5,433.8,221.7,202.7,41.0,18.0,33.2
29,Brazil,1.0,26,RAYAN,6771.8,2363.4,2784.2,954.8,523.8,145.7,84.0,38.0,32.5
30,Morocco,1.0,1,YassineBOUNOU,4670.3,3797.8,851.6,20.1,0.9,,1.0,,20.2
30,Morocco,1.0,2,Achraf HAKIMI,10810.0,4140.3,4281.9,1380.7,634.2,373.0,121.0,54.0,35.1
30,Morocco,1.0,3,NoussairMAZRAOUI,9682.4,4013.0,4233.8,913.9,409.1,112.6,83.0,31.0,28.6
30,Morocco,1.0,6,AyyoubBOUADDI,11743.4,3297.1,5996.2,1716.6,492.6,240.8,148.0,36.0,31.4
30,Morocco,1.0,8,AzzedineOUNAHI,11936.6,3316.3,5325.4,1840.1,995.6,459.2,152.0,76.0,33.3
30,Morocco,1.0,10,BrahimDIAZ,8479.0,3849.1,2986.5,995.6,478.4,169.4,83.0,32.0,33.1
30,Morocco,1.0,11,IsmaelSAIBARI,10072.9,2919.9,4171.0,1715.4,855.2,411.4,150.0,69.0,32.5
30,Morocco,1.0,14,IssaDIOP,9457.2,4482.6,3768.1,918.7,268.2,19.6,93.0,19.0,28.5
30,Morocco,1.0,18,ChadiRIAD,10657.0,3983.7,4972.2,1280.4,348.2,72.5,131.0,26.0,32.9
30,Morocco,1.0,23,BilalELKHANNOUSS,8747.0,4279.9,2738.7,977.3,479.0,272.2,90.0,45.0,33.6
30,Morocco,1.0,24,Neil ELAYNAOUI,12290.8,3495.7,5970.6,1898.2,675.2,251.2,148.0,52.0,33.4
30,Morocco,1.0,7,ChemsdineTALBI,1826.2,434.9,719.7,377.0,205.6,88.9,35.0,15.0,33.8
30,Morocco,1.0,9,Soufiane RAHIMI,1922.4,419.9,832.8,391.2,226.0,52.5,34.0,15.0,28.8
30,Morocco,1.0,15,SamirELMOURABET,1169.9,154.7,558.5,298.7,151.3,6.8,25.0,10.0,26.3
30,Morocco,1.0,21,AyoubeAMAIMoUNI,1897.7,425.9,759.3,417.5,228.2,66.8,33.0,14.0,29.9
31,Turkey,1.0,23,Ugurcan CAKIR,5930.9,4364.7,1187.2,306.8,58.2,14.1,31.0,6.0,28.8
31,Turkey,1.0,3,MerihDEMIRAL,11238.8,5032.2,4624.5,938.2,384.0,259.8,86.0,30.0,32.7
31,Turkey,1.0,7,KeremAKTURKOGLU,5670.1,2525.3,2251.1,557.8,250.8,85.2,50.0,20.0,32.4
31,Turkey,1.0,8,Arda GULER,11985.7,4278.5,5107.3,1962.7,555.9,81.3,158.0,42.0,30.4
31,Turkey,1.0,10,HakanCALHANOGLU,12294.0,3931.4,5593.6,2117.4,543.5,108.1,172.0,37.0,30.1
31,Turkey,1.0,11,KenanYILDIZ,10817.8,4766.6,4422.4,1119.7,380.6,128.6,105.0,29.0,31.8
31,Turkey,1.0,14,AbdulkerimBARDAKCI,9999.8,4277.0,4146.4,991.1,377.6,207.7,87.0,25.0,31.5
31,Turkey,1.0,16,Ismail YUKSEK,8138.0,2942.5,3692.9,1009.5,355.0,138.1,77.0,24.0,30.0
31,Turkey,1.0,18,Mert MULDUR,11988.9,4665.2,5040.5,1334.3,541.1,407.8,111.0,41.0,31.5
31,Turkey,1.0,19,Yunus AKGUN,7450.4,2652.9,3237.2,1048.2,362.7,149.3,75.0,30.0,31.3
31,Turkey,1.0,20,Ferdi KADIOGLU,8982.2,3092.9,3789.0,1212.8,563.0,324.6,100.0,44.0,30.7
31,Turkey,1.0,6,Orkun KOKCU,1443.9,510.2,507.9,299.9,91.6,34.4,20.0,6.0,31.1
31,Turkey,1.0,9,Deniz GUL,3830.7,1851.5,1315.5,382.6,184.4,96.7,34.0,16.0,30.1
31,Turkey,1.0,13,Eren ELMALI,3409.6,1210.8,1333.8,603.7,163.2,98.2,35.0,13.0,32.4
31,Turkey,1.0,21,BarisAlperYILMAZ,5710.2,2141.2,2250.9,833.7,366.4,117.9,70.0,29.0,31.7
31,Turkey,1.0,26,Can UZUN,4445.5,1748.8,1779.0,636.7,216.4,64.7,59.0,19.0,28.5
33,Germany,1.0,1,Manuel NEUER,6069.2,4631.0,1190.4,173.6,61.9,12.4,15.0,5.0,27.6
33,Germany,1.0,4,JonathanTAH,11098.6,4015.1,5055.5,1273.7,470.2,284.1,109.0,36.0,32.9
33,Germany,1.0,5,AleksandarPAVLOVIC,8963.7,2196.1,4137.8,1686.3,691.2,252.3,148.0,45.0,31.4
33,Germany,1.0,6,Joshua KIMMICH,12194.2,3872.0,5687.2,1701.1,645.2,288.7,153.0,50.0,31.4
33,Germany,1.0,7,KaiHAVERTZ,11156.3,3543.4,4626.5,2049.9,728.2,208.3,167.0,56.0,30.9
33,Germany,1.0,10,JamalMUSIALA,8133.0,2384.5,3754.4,1392.9,426.6,174.6,119.0,37.0,30.4
33,Germany,1.0,15,Nico SCHLOTTERBECK,5511.6,1851.5,2670.6,727.2,171.8,90.4,63.0,14.0,31.9
33,Germany,1.0,17,Florian WIRTZ,12565.9,3502.7,5628.9,2233.4,962.3,238.6,191.0,68.0,31.5
33,Germany,1.0,18,NathanieIBROWN,11500.6,4108.5,5117.7,1279.2,688.1,307.1,106.0,49.0,33.0
33,Germany,1.0,19,Leroy SANE,7743.0,2560.4,2556.0,1422.4,779.5,424.8,114.0,54.0,34.4
33,Germany,1.0,23,Felix NMECHA,11884.9,4121.9,4794.7,1832.0,809.9,326.4,156.0,58.0,35.0
33,Germany,1.0,2,AntonioRUEDIGER,5172.9,2189.6,2125.9,460.2,250.8,146.5,41.0,15.0,31.7
33,Germany,1.0,8,Leon GORETZKA,1489.9,522.8,542.2,251.6,75.2,98.1,17.0,7.0,31.0
33,Germany,1.0,9,JamieLEWELING,4276.0,1572.4,1611.6,658.7,259.0,174.3,55.0,20.0,31.2
33,Germany,1.0,20,NadiemAMIRI,4280.4,1306.2,1791.2,744.4,303.0,135.5,65.0,22.0,29.6
33,Germany,1.0,26,DenizUNDAV,3791.7,1287.9,1668.2,547.6,254.4,33.5,42.0,20.0,28.9
34,Ecuador,1.0,1,Hernan GALINDEZ,3901.3,3044.4,735.3,104.2,17.4,,9.0,2.0,21.6
34,Ecuador,1.0,3,Piero HINCAPIE,10639.8,3895.8,4476.9,1395.3,544.5,327.4,117.0,41.0,30.6
34,Ecuador,1.0,5,Jordy ALCIVAR,5065.4,1827.1,2129.7,660.5,296.7,151.4,63.0,23.0,30.3
34,Ecuador,1.0,6,WillianPACHO,8829.0,4419.5,3085.7,758.2,380.7,185.0,65.0,30.0,31.6
34,Ecuador,1.0,7,PervisESTUPINAN,8104.6,2910.4,2929.3,1168.6,730.0,366.2,97.0,56.0,30.8
34,Ecuador,1.0,9,JohnYEBOAH,8807.8,3566.7,3387.6,1116.3,465.3,271.9,104.0,44.0,33.7
34,Ecuador,1.0,13,EnnerVALENCIA,8867.8,4154.0,3363.9,783.0,407.9,159.0,71.0,34.0,31.0
34,Ecuador,1.0,15,PedroVITE,10197.1,3989.8,3993.8,1664.1,487.5,61.8,156.0,35.0,27.9
34,Ecuador,1.0,19,Gonzalo PLATA,10840.8,4104.5,4572.5,1424.3,544.5,195.0,117.0,36.0,32.2
