espn_id,date,kickoff_utc,stage,home_team,away_team,home_score,away_score,total_goals,gd,outcome,winner,p_home,p_draw,p_away,brier,fav_side,p_fav,upset,fav_won,venue_city,stadium,lat,lon,tz,local_hour,daypart,temp_c,humidity_pct,apparent_c,heat_humidity_index,venue_env,open_air,tournament_day,matchday_mean,rest_days_min,wet_bulb_ko,wet_bulb_2h,radiation_ko,radiation_2h,wind_ko,wind_2h,cloud_ko,cloud_2h,precip_ko,precip_2h,err,attendance,fouls_h,yellows_h,reds_h,poss_h,shots_h,eacc_passes_h,epasses_h,fouls_a,yellows_a,reds_a,poss_a,shots_a,eacc_passes_a,epasses_a,delays,first_sub_h,subs_by60_h,first_sub_a,subs_by60_a,passes_total,fouls_total,cards_total,first_sub_mean,subs_by60_total,xg_h,xg_a,passes_h,passes_h2,passes_a,passes_a2,linebreaks_h,linebreaks_a,recff_h,recff_a,progress_h,progress_a,pressures_h,pressures_h2,pressures_a,pressures_a2,turnovers_h,turnovers_a,secondballs_h,secondballs_a,dist_h,dist_a,zone4_h,zone4_a,dist_total,zone4_total,xg_total,pass_tempo
760423,2026-06-14,2026-06-14 23:00:00+00:00,group,Ivory Coast,Ecuador,1,0,1,1,H,Ivory Coast,0.1265,0.226,0.6475,1.2333,A,0.6475,1.0,0.0,"Philadelphia, Pennsylvania",Lincoln Financial Field,39.9008,-75.1675,America/New_York,19.0,evening(18-21),28.3,47.0,27.5,13.301000000000002,open,1,3.9583333333333335,1.0,,20.3,20.400000000000002,105.0,54.0,19.5,16.7,90.0,90.0,0.0,0.0,,68274,10.0,3.0,0.0,48.4,15.0,397.0,470.0,13.0,1.0,0.0,51.6,12.0,419.0,492.0,8,56,2,56,1,962.0,23.0,4.0,56.0,3,1.88,1.36,471.0,413.0,513.0,438.0,113.0,106.0,120.0,97.0,39.0,16.0,288.0,31.0,280.0,61.0,44.0,49.0,63.0,60.0,109.6,108.4,5.8,5.7,218.0,11.5,3.24,984.0
760424,2026-06-15,2026-06-15 02:00:00+00:00,group,Sweden,Tunisia,5,1,6,4,H,Sweden,0.4007,0.2818,0.3175,0.5394,H,0.4007,0.0,1.0,Guadalupe,Estadio BBVA (Monterrey),25.669,-100.244,America/Monterrey,20.0,evening(18-21),25.5,85.0,30.1,21.675,open,1,4.083333333333333,1.0,,23.4,23.366666666666664,11.0,3.6666666666666665,4.4,3.966666666666667,99.0,98.66666666666667,0.2,0.06666666666666667,,50987,10.0,0.0,0.0,48.7,13.0,278.0,356.0,8.0,1.0,0.0,51.3,6.0,292.0,371.0,9,65,0,72,0,727.0,18.0,1.0,68.5,0,2.09,0.34,356.0,290.0,370.0,299.0,71.0,76.0,103.0,84.0,26.0,19.0,172.0,44.0,223.0,45.0,42.0,41.0,69.0,67.0,111.3,109.7,5.1,5.9,221.0,11.0,2.4299999999999997,726.0
760428,2026-06-15,2026-06-15 16:00:00+00:00,group,Spain,Cape Verde,0,0,0,0,D,,0.8776,0.103,0.0194,1.5752,H,0.8776,1.0,0.0,"Atlanta, Georgia",Mercedes-Benz Stadium,33.7554,-84.4008,America/New_York,12.0,midday(<15),26.1,54.0,28.2,14.094,indoor_ac,0,4.666666666666667,1.0,,19.6,19.6,832.0,797.6666666666666,11.2,13.299999999999999,89.0,96.0,0.0,0.0,,67640,10.0,1.0,0.0,74.3,27.0,734.0,800.0,1.0,1.0,0.0,25.7,6.0,205.0,278.0,8,71,0,61,0,1078.0,11.0,2.0,66.0,0,2.26,0.13,811.0,755.0,306.0,227.0,144.0,57.0,426.0,17.0,23.0,23.0,200.0,37.0,398.0,44.0,53.0,47.0,83.0,54.0,115.5,112.4,5.0,4.2,227.9,9.2,2.3899999999999997,1117.0
760426,2026-06-15,2026-06-15 19:00:00+00:00,group,Belgium,Egypt,1,1,2,0,D,,0.5079,0.267,0.2251,0.8459,H,0.5079,1.0,0.0,"Seattle, Washington",Lumen Field,47.5952,-122.3316,America/Los_Angeles,12.0,midday(<15),27.5,38.0,29.5,10.45,open,1,4.791666666666667,1.0,,18.1,18.2,799.0,865.6666666666666,1.8,1.5333333333333334,52.0,76.66666666666667,0.0,0.0,,66775,15.0,2.0,0.0,53.6,15.0,391.0,455.0,15.0,2.0,0.0,46.4,14.0,323.0,398.0,5,56,2,71,0,853.0,30.0,4.0,63.5,2,1.07,0.73,476.0,415.0,411.0,339.0,106.0,78.0,181.0,96.0,36.0,22.0,227.0,44.0,258.0,68.0,41.0,52.0,70.0,66.0,113.3,111.3,6.3,6.2,224.6,12.5,1.8,887.0
760429,2026-06-15,2026-06-15 22:00:00+00:00,group,Saudi Arabia,Uruguay,1,1,2,0,D,,0.1307,0.2286,0.6406,1.0225,A,0.6406,1.0,0.0,"Miami Gardens, Florida",Hard Rock Stadium,25.958,-80.2389,America/New_York,18.0,evening(18-21),31.7,54.0,34.7,17.118,open,1,4.916666666666667,1.0,,24.5,24.7,411.0,249.0,10.6,7.366666666666666,89.0,69.33333333333333,0.3,0.26666666666666666,,62764,11.0,1.0,0.0,33.2,7.0,236.0,322.0,6.0,0.0,0.0,66.8,27.0,540.0,612.0,6,63,0,45,2,934.0,17.0,1.0,54.0,2,1.06,1.5,331.0,243.0,623.0,566.0,54.0,128.0,60.0,222.0,13.0,32.0,318.0,40.0,157.0,23.0,44.0,39.0,58.0,67.0,109.5,110.9,4.7,5.2,220.4,9.9,2.56,954.0
760427,2026-06-16,2026-06-16 01:00:00+00:00,group,Iran,New Zealand,2,2,4,0,D,,0.569,0.2518,0.1792,0.9157,H,0.569,1.0,0.0,"Inglewood, California",SoFi Stadium,33.9535,-118.3392,America/Los_Angeles,18.0,evening(18-21),21.9,63.0,21.6,13.797,roof_canopy,0,5.041666666666667,1.0,,17.1,16.8,441.0,248.66666666666666,12.2,9.433333333333334,1.0,0.6666666666666666,0.0,0.0,,70108,10.0,1.0,0.0,48.5,17.0,314.0,409.0,8.0,0.0,0.0,51.5,14.0,376.0,446.0,12,45,2,68,0,855.0,18.0,1.0,56.5,2,1.85,1.47,417.0,333.0,448.0,378.0,75.0,89.0,98.0,104.0,31.0,22.0,253.0,54.0,234.0,42.0,46.0,47.0,83.0,67.0,113.0,112.9,6.1,6.6,225.9,12.7,3.3200000000000003,865.0
760432,2026-06-16,2026-06-16 19:00:00+00:00,group,France,Senegal,3,1,4,2,H,France,0.5921,0.2452,0.1627,0.253,H,0.5921,0.0,1.0,"East Rutherford, New Jersey",MetLife Stadium,40.8135,-74.0745,America/New_York,15.0,afternoon(15-18),24.6,34.0,25.3,8.364,open,1,5.791666666666667,1.0,,15.0,14.933333333333332,910.0,723.6666666666666,5.7,8.566666666666666,27.0,70.33333333333333,0.0,0.0,,80545,5.0,0.0,0.0,53.4,11.0,505.0,575.0,9.0,0.0,0.0,46.6,6.0,430.0,502.0,9,80,0,75,0,1077.0,14.0,0.0,77.5,0,1.62,0.39,584.0,516.0,521.0,453.0,118.0,101.0,99.0,78.0,37.0,28.0,277.0,49.0,308.0,44.0,54.0,39.0,67.0,64.0,120.2,116.7,7.0,6.2,236.9,13.2,2.0100000000000002,1105.0
760430,2026-06-16,2026-06-16 22:00:00+00:00,group,Iraq,Norway,1,4,5,-3,A,Norway,0.1274,0.2265,0.6461,0.1928,A,0.6461,0.0,1.0,"Foxborough, Massachusetts",Gillette Stadium,42.0909,-71.2643,America/New_York,18.0,evening(18-21),23.3,37.0,21.6,8.621,open,1,5.916666666666667,1.0,,14.5,14.833333333333334,411.0,246.0,7.8,5.7,17.0,36.0,0.0,0.0,,63106,12.0,1.0,0.0,38.7,11.0,271.0,334.0,13.0,0.0,0.0,61.3,12.0,477.0,537.0,10,59,2,73,0,871.0,25.0,1.0,66.0,2,1.2,2.41,347.0,286.0,548.0,493.0,70.0,116.0,72.0,101.0,24.0,34.0,288.0,64.0,173.0,34.0,42.0,31.0,52.0,52.0,111.7,116.3,5.6,5.3,228.0,10.899999999999999,3.6100000000000003,895.0
760433,2026-06-17,2026-06-17 01:00:00+00:00,group,Argentina,Algeria,3,0,3,3,H,Argentina,0.6294,0.2327,0.1379,0.2105,H,0.6294,0.0,1.0,"Kansas City, Missouri",Arrowhead Stadium,39.0489,-94.4839,America/Chicago,20.0,evening(18-21),24.9,58.0,26.3,14.441999999999998,open,1,6.041666666666667,1.0,,19.1,18.566666666666666,145.0,54.666666666666664,4.1,6.8,97.0,79.33333333333333,0.0,0.0,,69045,13.0,0.0,0.0,47.8,10.0,504.0,561.0,8.0,0.0,0.0,52.2,7.0,563.0,609.0,7,45,3,64,0,1170.0,21.0,0.0,54.5,3,1.58,0.41,578.0,517.0,634.0,578.0,102.0,115.0,68.0,160.0,18.0,40.0,288.0,57.0,332.0,37.0,46.0,40.0,50.0,59.0,108.4,109.3,4.4,5.2,217.7,9.600000000000001,1.99,1212.0
760431,2026-06-17,2026-06-17 04:00:00+00:00,group,Austria,Jordan,3,1,4,2,H,Austria,0.4537,0.2764,0.2699,0.4477,H,0.4537,0.0,1.0,"Santa Clara, California",Levi's Stadium,37.403,-121.97,America/Los_Angeles,21.0,night(>=21),16.8,74.0,15.8,12.432,open,1,6.166666666666667,1.0,,13.7,13.6,9.0,3.0,11.2,8.799999999999999,9.0,4.666666666666667,0.0,0.0,,68527,12.0,1.0,0.0,63.2,11.0,487.0,580.0,7.0,0.0,0.0,36.8,11.0,241.0,332.0,12,45,4,72,0,912.0,19.0,1.0,58.5,4,1.93,0.53,587.0,499.0,344.0,254.0,112.0,63.0,132.0,91.0,35.0,23.0,206.0,44.0,322.0,42.0,54.0,55.0,83.0,85.0,120.4,119.2,6.7,6.7,239.60000000000002,13.4,2.46,931.0
