espn_id,date,kickoff_utc,stage,home_team,away_team,home_score,away_score,total_goals,gd,outcome,winner,p_home,p_draw,p_away,brier,fav_side,p_fav,upset,fav_won,venue_city,stadium,lat,lon,tz,local_hour,daypart,temp_c,humidity_pct,apparent_c,heat_humidity_index
760495,2026-07-01,2026-07-01 16:00:00+00:00,r32,England,DR Congo,2,1,3,1,H,England,0.8025,0.0,0.1975,0.078,H,0.8025,0.0,1.0,"Atlanta, Georgia",Mercedes-Benz Stadium,33.7554,-84.4008,America/New_York,12.0,midday(<15),32.5,53.0,37.5,17.225
760493,2026-07-01,2026-07-01 20:00:00+00:00,r32,Belgium,Senegal,3,2,5,1,H,Belgium,0.5885,0.0,0.4115,0.3387,H,0.5885,0.0,1.0,"Seattle, Washington",Lumen Field,47.5952,-122.3316,America/Los_Angeles,13.0,midday(<15),16.6,60.0,15.0,9.96
760494,2026-07-02,2026-07-02 00:00:00+00:00,r32,United States,Bosnia and Herzegovina,2,0,2,2,H,United States,0.7689,0.0,0.2311,0.1068,H,0.7689,0.0,1.0,"Santa Clara, California",Levi's Stadium,37.403,-121.97,America/Los_Angeles,17.0,afternoon(15-18),26.4,38.0,26.9,10.032
760497,2026-07-02,2026-07-02 19:00:00+00:00,r32,Spain,Austria,3,0,3,3,H,Spain,0.8438,0.0,0.1562,0.0488,H,0.8438,0.0,1.0,"Inglewood, California",SoFi Stadium,33.9535,-118.3392,America/Los_Angeles,12.0,midday(<15),22.8,55.0,23.5,12.54
760496,2026-07-02,2026-07-02 23:00:00+00:00,r32,Portugal,Croatia,2,1,3,1,H,Portugal,0.5669,0.0,0.4331,0.3752,H,0.5669,0.0,1.0,Toronto,BMO Field,43.6332,-79.4185,America/Toronto,19.0,evening(18-21),33.7,40.0,34.0,13.48
760498,2026-07-03,2026-07-03 03:00:00+00:00,r32,Switzerland,Algeria,2,0,2,2,H,Switzerland,0.6263,0.0,0.3737,0.2793,H,0.6263,0.0,1.0,Vancouver,BC Place,49.2768,-123.112,America/Vancouver,20.0,evening(18-21),14.2,92.0,13.5,13.063999999999998
760499,2026-07-03,2026-07-03 18:00:00+00:00,r32,Australia,Egypt,1,1,2,0,D,Egypt,0.5975,0.0,0.4025,0.714,H,0.5975,1.0,0.0,"Arlington, Texas",AT&T Stadium,32.7473,-97.0945,America/Chicago,13.0,midday(<15),35.3,35.0,38.7,12.355
760500,2026-07-03,2026-07-03 22:00:00+00:00,r32,Argentina,Cape Verde,3,2,5,1,H,Argentina,0.9159,0.0,0.0841,0.0141,H,0.9159,0.0,1.0,"Miami Gardens, Florida",Hard Rock Stadium,25.958,-80.2389,America/New_York,18.0,evening(18-21),27.7,82.0,33.8,22.714000000000002
760501,2026-07-04,2026-07-04 01:30:00+00:00,r32,Colombia,Ghana,1,0,1,1,H,Colombia,0.8617,0.0,0.1383,0.0383,H,0.8617,0.0,1.0,"Kansas City, Missouri",Arrowhead Stadium,39.0489,-94.4839,America/Chicago,20.5,evening(18-21),31.4,56.0,34.4,17.584
760502,2026-07-04,2026-07-04 17:00:00+00:00,r16,Canada,Morocco,0,3,3,-3,A,Morocco,0.3747,0.0,0.6253,0.2808,A,0.6253,0.0,1.0,"Houston, Texas",NRG Stadium,29.6847,-95.4107,America/Chicago,12.0,midday(<15),32.9,55.0,39.5,18.095
760503,2026-07-04,2026-07-04 21:00:00+00:00,r16,Paraguay,France,0,1,1,-1,A,France,0.2119,0.0,0.7881,0.0898,A,0.7881,0.0,1.0,"Philadelphia, Pennsylvania",Lincoln Financial Field,39.9008,-75.1675,America/New_York,17.0,afternoon(15-18),38.9,24.0,38.7,9.335999999999999
760504,2026-07-05,2026-07-05 20:00:00+00:00,r16,Brazil,Norway,1,2,3,-1,A,Norway,0.5918,0.0,0.4082,0.7005,H,0.5918,1.0,0.0,"East Rutherford, New Jersey",MetLife Stadium,40.8135,-74.0745,America/New_York,16.0,afternoon(15-18),26.0,79.0,30.0,20.54
760505,2026-07-06,2026-07-06 01:00:00+00:00,r16,Mexico,England,2,3,5,-1,A,England,,,,,,,,,Mexico City,Estadio Azteca,19.3029,-99.1505,America/Mexico_City,19.0,evening(18-21),17.3,86.0,18.6,14.878
