team,ai_prob,market_prob,edge,edge_pct,direction,half_kelly,models_agree,strength
Spain,0.3019,0.1635,0.1384,13.84,BUY,0.0827,0,edge
Portugal,0.0184,0.0775,-0.0591,-5.91,SELL,0.0,0,edge
Brazil,0.0319,0.0885,-0.0566,-5.66,SELL,0.0,0,edge
France,0.1256,0.1785,-0.0529,-5.29,SELL,0.0,0,edge
Ecuador,0.0601,0.0075,0.0526,5.26,BUY,0.0265,0,edge
England,0.065,0.1125,-0.0475,-4.75,SELL,0.0,0,edge
Argentina,0.1339,0.0865,0.0474,4.74,BUY,0.0259,0,edge
Germany,0.019,0.0515,-0.0325,-3.25,SELL,0.0,0,edge
