team,ai_prob,market_prob,edge,edge_pct,direction,half_kelly,models_agree,strength
Spain,0.3019,0.1605,0.1414,14.14,BUY,0.0842,0,edge
Portugal,0.0184,0.0955,-0.0771,-7.71,SELL,0.0,0,edge
Brazil,0.0319,0.0835,-0.0516,-5.16,SELL,0.0,0,edge
Ecuador,0.0601,0.0085,0.0516,5.16,BUY,0.026,0,edge
England,0.065,0.1115,-0.0465,-4.65,SELL,0.0,0,edge
France,0.1256,0.1705,-0.0449,-4.49,SELL,0.0,0,edge
Argentina,0.1339,0.0905,0.0434,4.34,BUY,0.0238,0,edge
Germany,0.019,0.0565,-0.0375,-3.75,SELL,0.0,0,edge
