team,ai_prob,market_prob,edge,edge_pct,direction,half_kelly,models_agree,strength
Spain,0.3019,0.1595,0.1424,14.24,BUY,0.0847,0,edge
Portugal,0.0184,0.0955,-0.0771,-7.71,SELL,0.0,0,edge
Ecuador,0.0601,0.0085,0.0516,5.16,BUY,0.026,0,edge
Brazil,0.0319,0.0825,-0.0506,-5.06,SELL,0.0,0,edge
England,0.065,0.1145,-0.0495,-4.95,SELL,0.0,0,edge
France,0.1256,0.1705,-0.0449,-4.49,SELL,0.0,0,edge
Argentina,0.1339,0.0895,0.0444,4.44,BUY,0.0244,0,edge
Germany,0.019,0.0555,-0.0365,-3.65,SELL,0.0,0,edge
