team,ai_prob,market_prob,edge,edge_pct,direction,half_kelly,models_agree,strength
Spain,0.3019,0.1665,0.1354,13.54,BUY,0.0812,0,edge
Portugal,0.0184,0.0815,-0.0631,-6.31,SELL,0.0,0,edge
Brazil,0.0319,0.0905,-0.0586,-5.86,SELL,0.0,0,edge
Ecuador,0.0601,0.0075,0.0526,5.26,BUY,0.0265,0,edge
France,0.1256,0.1775,-0.0519,-5.19,SELL,0.0,0,edge
England,0.065,0.1145,-0.0495,-4.95,SELL,0.0,0,edge
Argentina,0.1339,0.0855,0.0484,4.84,BUY,0.0264,0,edge
Germany,0.019,0.0515,-0.0325,-3.25,SELL,0.0,0,edge
