team,ai_prob,market_prob,edge,edge_pct,direction,half_kelly,models_agree,strength
Spain,0.3019,0.1575,0.1444,14.44,BUY,0.0857,0,edge
Portugal,0.0184,0.0745,-0.0561,-5.61,SELL,0.0,0,edge
Brazil,0.0319,0.0875,-0.0556,-5.56,SELL,0.0,0,edge
Ecuador,0.0601,0.0075,0.0526,5.26,BUY,0.0265,0,edge
France,0.1256,0.1755,-0.0499,-4.99,SELL,0.0,0,edge
Argentina,0.1339,0.0865,0.0474,4.74,BUY,0.0259,0,edge
England,0.065,0.1115,-0.0465,-4.65,SELL,0.0,0,edge
Germany,0.019,0.0515,-0.0325,-3.25,SELL,0.0,0,edge
