team,ai_prob,market_prob,edge,edge_pct,direction,half_kelly,models_agree,strength
Spain,0.3012,0.162,0.1392,13.92,BUY,0.0831,0,edge
Portugal,0.0185,0.0795,-0.061,-6.1,SELL,0.0,0,edge
Ecuador,0.0605,0.0065,0.054,5.4,BUY,0.0272,0,edge
Brazil,0.0324,0.085,-0.0526,-5.26,SELL,0.0,0,edge
Argentina,0.1337,0.0885,0.0452,4.52,BUY,0.0248,0,edge
England,0.0655,0.1105,-0.045,-4.5,SELL,0.0,0,edge
Germany,0.0191,0.0535,-0.0344,-3.44,SELL,0.0,0,edge
France,0.1256,0.1585,-0.0329,-3.29,SELL,0.0,0,edge
